place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year,state
bhurbandha,1884.8,8406.25,8406.25,0,2333.89,2333.89,safe,0,27279,27592,2022,Unknown
kalain,3311.9,6328.38,6328.38,0,138.83,138.83,safe,0,21868.64,53004,2022,Unknown
kakopathar,2322.6,13602.47,13602.47,0,880.71,880.71,safe,0,33235,34110,2022,Unknown
hajo,1896.2,8604.42,8604.42,0,2084.59,2084.59,safe,0,25408,25461,2022,Unknown
titabor,2265.3,24963.76,24963.76,0,1067.16,1067.16,safe,0,40179,41909.7,2022,Unknown
bechimari,1951.2,4494.74,4494.74,0,1586.95,1586.95,safe,0,12612.3,12838,2022,Unknown
chaygaon,1896.2,4933.14,4933.14,0,1175.03,1175.03,safe,0,14468,15370,2022,Unknown
narsingpur,3311.9,11996.9,11996.9,0,151.82,151.82,safe,0,36684.64,44523.36,2022,Unknown
dhekiajuli,1978.7,23271.21,23271.21,0,1783.31,1783.31,safe,0,71440,73585,2022,Unknown
barigog banbhag,1896.2,4786.39,4786.39,0,1078.03,1078.03,safe,0,14301,14409,2022,Unknown
lakhimpur,3270.3,13048.37,13048.37,0,838.26,838.26,safe,0,22492,22770,2022,Unknown
lakhipur,2583.2,11673.56,11673.56,0,1569.01,1569.01,safe,0,24077.62,24259,2022,Unknown
khoirabari (pt),1951.2,559.13,559.13,0,174.27,174.27,safe,0,1576.5,1585,2022,Unknown
dhanbad urban,1393.6,3910.28,3910.28,0,3365.39,3365.39,critical,0,21704,22604,2022,Jharkhand
godda,1216.4,4383.68,4380.08,3.6,855.98,855.98,safe,0,29930,35530,2022,Unknown
rajmahal,1574,2820.48,2820.48,0,391.7,391.7,safe,0,9693,12693,2022,Unknown
bishunpura,1076.999123,1389.5,1389.5,0,263.16,263.16,safe,204,5954,7923,2022,Unknown
danda,969.2941435,213.63,213.63,0,69.34,69.34,safe,266,1783,3186,2022,Unknown
bariatu,1427.7,2165.7,2165.7,0,646.37,646.37,safe,0,24811,33740,2022,Unknown
musabani,1441.2,812.2,812.2,0,260.67,260.67,safe,0,16599,24499,2022,Unknown
namkum,1327.6,2628.19,2628.19,0,1694.4,1694.4,safe,0,26186,38386,2022,Unknown
dumka,1304.627247,2238.26,2238.09,0.17,910.9,910.9,safe,3472,26509,37880,2022,Unknown
bagodar,1242.1,2465.12,2465.12,0,448.4,448.4,safe,0,27983,28749,2022,Unknown
majhiaon,1038.073634,729.11,726.43,2.68,373.59,373.59,safe,355,4860,14147,2022,Bihar
chalkusha,1347.2,905,905,0,239.76,239.76,safe,0,12100,14907,2022,Unknown
husainabad,1028.542029,3233.15,3233.15,0,595.77,595.77,safe,272,17982,27760,2022,Unknown
gobindpur,1348.828587,2523.23,2523.23,0,1925.01,1925.01,semi_critical,748,22535,32934,2022,Unknown
nawadih,1211.5,2540.96,2540.96,0,563.44,563.44,safe,0,28600,30892,2022,Unknown
thethaitangar,1553.1,4437.29,4437.29,0,728.44,728.44,safe,0,58415,62415,2022,Unknown
bhandaria,1113.9,4365.82,4365.82,0,544.99,544.99,safe,0,53018,66118,2022,Unknown
chatra,1146.238451,2025.84,2025.84,0,740.48,740.48,safe,114,27443,38285,2022,Unknown
kamdara,1382,2293.34,2293.34,0,578.69,578.69,safe,0,27687,36468,2022,Unknown
chakulia,1441.2,4173.92,4173.92,0,550.9,550.9,safe,0,38168,42776,2022,Unknown
latehar,1235.255485,2426.11,2426.11,0,1105.04,1105.04,safe,323,24116,44884,2022,Unknown
kharsawan,1230.52153,1555.01,1555.01,0,321.69,321.69,safe,988,16086,23283,2022,Unknown
karon,1309.6,988.08,988.08,0,633.5,633.5,semi_critical,0,9748,15015,2022,Madhya Pradesh
maheshpur,1660.428119,10013.48,10013.48,0,1330.79,1330.79,safe,302,34891,44893,2022,Unknown
pratappur,1151,2235.47,2235.27,0.2,665.29,665.29,safe,0,31730,37573,2022,Unknown
gopikander,1475.5,1621.82,1621.08,0.74,163.96,163.96,safe,0,20260,22060,2022,Unknown
tandwa,1151,6523.53,6523.53,0,1539.84,1539.84,safe,0,50632,59500,2022,Unknown
kersai,1553.1,1171.4,1171.4,0,122.55,122.55,safe,0,16022,24940,2022,Unknown
bolba,1553.1,1305.42,1305.42,0,231.77,231.77,safe,0,17249,28863,2022,Unknown
saraiyahat,1475.5,1390.39,1379.79,10.6,771.89,771.89,safe,0,13611,29810,2022,Unknown
sisai,1382,3012.43,3001.83,10.6,612.55,612.55,safe,0,34437,42535,2022,Unknown
barkagaon,1342.362409,4125.6,4125.6,0,727.42,727.42,safe,140,38848,44788,2022,Unknown
sarwan,1305.272418,1701.54,1701.54,0,1251.92,1251.92,semi_critical,47,14176,17040,2022,Unknown
tonto,1338,4684.95,4684.95,0,179.55,179.55,safe,0,58906,64430,2022,Unknown
jarmundi,1475.5,2187.31,2187.31,0,1181.45,1181.45,safe,0,21635,39943,2022,Unknown
karro,1228.32677,1728.71,1728.71,0,227.6,227.6,safe,174,8769,10228,2022,Unknown
boram,1441.2,1170.73,1170.73,0,202.03,202.03,safe,0,12167,24575,2022,Unknown
madhupur,1309.6,1825.8,1825.8,0,828.11,828.11,safe,0,19821,24604,2022,Unknown
panki,989.6387481,2669.68,2669.68,0,1273.46,1273.46,safe,1680,30528,42508,2022,Unknown
hazaribagh,1347.2,2653.71,2653.71,0,1141.83,1141.83,safe,0,24128,26227,2022,Jharkhand
meherma,1087.091869,1662.51,1661.31,1.2,377.76,377.76,safe,1059,8903,12963,2022,Unknown
chandrapura,1211.5,928.04,928.04,0,556.84,556.84,safe,0,12424,13512,2022,Unknown
lawalong,1151,1861.44,1861.44,0,325.59,325.59,safe,0,33628,39913,2022,Unknown
dhanwar,1242.1,3395.53,3395.53,0,1784.51,1784.51,safe,0,34771,35241,2022,Unknown
ichagarh,1267.1592,1391.85,1391.85,0,227.17,227.17,safe,701,22811,27178,2022,Unknown
devipur,1309.6,1650.12,1650.12,0,589.87,589.87,safe,0,21361,26315,2022,Unknown
peterbar,1194.597109,1887.41,1887.41,0,602.13,602.13,safe,402,28411,30721,2022,Unknown
burmu,1327.6,1769.54,1769.54,0,419.34,419.34,safe,0,26602,32077,2022,Unknown
katkamdag,1332.04578,1343.29,1343.29,0,541.02,541.02,safe,149,13097,16306,2022,Unknown
balumath,1251.8,2782.19,2782.19,0,778.65,778.65,safe,0,25848,35151,2022,Unknown
barharwa,1574,5012.5,5012.5,0,524.08,524.08,safe,0,13525,18725,2022,Unknown
baharagora,1441.2,6657.08,6657.08,0,1152.55,1152.55,safe,0,28555,33508,2022,Unknown
bhandra,1173.868663,2786.89,2786.89,0,441.68,441.68,safe,889,13238,16066,2022,Unknown
tatijharia,1347.2,1266.34,1266.34,0,582.95,582.95,safe,0,17128,19915,2022,Unknown
kuchai,1306.1,2394.88,2394.88,0,259.4,259.4,safe,0,29340,38403,2022,Unknown
pathargama,1158.053842,1885.32,1884.87,0.45,383.28,383.28,safe,671,13318,15256,2022,Unknown
bishunpur,1377.629242,2793.73,2793.28,0.45,515.84,515.84,safe,130,40975,61035,2022,Unknown
pirtanr,1242.1,3638.08,3636.33,1.75,609.76,609.76,safe,0,38245,49286,2022,Unknown
murhu,1432.5,1970.22,1970.22,0,616.33,616.33,safe,0,26103,40400,2022,Unknown
kanke,1327.6,2562.1,2559.95,2.15,1081.45,1081.45,safe,0,18709,29468,2022,Unknown
kathikund,1475.5,2667.09,2667.09,0,246.95,246.95,safe,0,22821,30620,2022,Unknown
manjhari,1308.487464,3621.83,3595.18,26.65,167,167,safe,600,26602,31362,2022,Unknown
katkamsandi,1331.973037,1976.76,1976.76,0,593.33,593.33,safe,276,24143,30059,2022,Unknown
patamda,1441.2,1308.53,1308.53,0,297.64,297.64,safe,0,18110,36578,2022,Unknown
kuru,1252.7,2574.65,2574.65,0,454.92,454.92,safe,0,19550,21741,2022,Unknown
kandi,1104.777432,2431.47,2431.47,0,310.55,310.55,safe,106,12837,17698,2022,Unknown
mandar,1327.6,3509.63,3509.63,0,827.69,827.69,safe,0,20122,23822,2022,Unknown
masalia,1475.5,2952.3,2951.91,0.39,503.89,503.89,safe,0,36719,46020,2022,Unknown
nawadih,1044.1,1494.13,1494.13,0,371.19,371.19,safe,0,17205,22970,2022,Unknown
bhawanathpur,1104.768367,3034.17,3034.17,0,2212.93,2212.93,semi_critical,172,20809,28688,2022,Unknown
borio,1574,2001.09,2001.09,0,314.59,314.59,safe,0,9374,26174,2022,Unknown
hiranpur,1674.8,2834.02,2834.02,0,363.32,363.32,safe,0,15160,16960,2022,Unknown
adityapur (gamharia),1306.1,2377.68,2376.93,0.75,1049.55,1049.55,safe,0,23767,31197,2022,Jharkhand
sonahatu,1197.637989,1294.41,1274.61,19.8,553.95,553.95,safe,1844,16993,26912,2022,Unknown
palojori,1309.6,1751.3,1751.3,0,950.63,950.63,safe,0,24298,30298,2022,Unknown
domchanch,1129.6,1221.13,1221.13,0,466.78,466.78,safe,0,18793,32804,2022,Unknown
topchanchi,1393.6,2533.41,2533.41,0,2227.68,2227.68,critical,0,12927,19927,2022,Unknown
markachho,1129.6,608.85,608.85,0,275.8,275.8,safe,0,10837,16171,2022,Unknown
tamar,1310.534578,1889.22,1889.22,0,381.41,381.41,safe,380,29182,51349,2022,Unknown
keredari,1319.154303,4398.54,4398.54,0,867.65,867.65,safe,613,28833,35492,2022,Unknown
meral,1096.50236,1849.43,1849.43,0,497.56,497.56,safe,270,17017,26387,2022,Unknown
pandwa,1015.005846,1636.03,1636.03,0,391.57,391.57,safe,398,13885,17638,2022,Unknown
basantrai,1158.035489,2059.09,2058.79,0.3,262.04,262.04,safe,391,7758,8887,2022,Unknown
pandu,1044.1,828.94,828.94,0,264.98,264.98,safe,0,11230,13989,2022,Unknown
chitarpur,1309.2,403.39,403.39,0,422.77,422.77,over_exploited,0,4681,6570,2022,Unknown
narayanpur,1443.8,2135.01,2135.01,0,988.29,988.29,safe,0,23088,31065,2022,Unknown
golmuri cum jugsalai,1441.2,744.65,744.65,0,906.01,906.01,over_exploited,0,7404,20519,2022,Unknown
leslieganj,1044.1,1277.78,1277.78,0,772.06,772.06,safe,0,14573,17173,2022,Unknown
chirkunda,1393.6,3964.99,3964.99,0,1351.11,1351.11,safe,0,35994,43883,2022,Unknown
bardiha,1038.135008,480.27,480.27,0,173.22,173.22,safe,245,3357,9770,2022,Unknown
tantnagar,1338,1314.26,1314.26,0,188.28,188.28,safe,0,16503,20103,2022,Unknown
amrapara,1674.8,3254.25,3254.25,0,292.78,292.78,safe,0,20529,27329,2022,Unknown
sonua,1317.151203,2154.27,2010.02,144.25,251.76,251.76,safe,550,34747,41266,2022,Unknown
barkatha,1347.2,1789.63,1789.63,0,941.75,941.75,safe,0,22810,28103,2022,Unknown
satgawan,1129.6,1216.9,1216.9,0,794.25,794.25,safe,0,10375,30375,2022,Unknown
dandai,1034.981061,820.7,820.7,0,357.84,357.84,safe,725,9508,13833,2022,Unknown
bano,1553.1,4732.03,4732.03,0,310.76,310.76,safe,0,47177,54977,2022,Unknown
jaldega,1553.1,2676.93,2676.93,0,358.96,358.96,safe,0,35089,42820,2022,Unknown
ichak,1347.2,1736.73,1736.73,0,627.51,627.51,safe,0,24217,28668,2022,Unknown
dari,1347.2,1202.14,1202.14,0,574.59,574.59,safe,0,12072,14552,2022,Unknown
baghmara,1393.6,2855.61,2855.61,0,1779.2,1779.2,safe,0,22696,27112,2022,Unknown
itkhori,1137.840468,1174.73,1174.73,0,643.74,643.74,safe,172,14872,17244,2022,Unknown
chauparan,1336.160728,5707.06,5707.06,0,998.7,998.7,safe,324,39216,48102,2022,Unknown
kukru,1284.307074,987.58,987.58,0,130.84,130.84,safe,192,11315,13691,2022,Unknown
litipara,1602.77607,2863.59,2863.59,0,245.98,245.98,safe,813,18092,41305,2022,Unknown
utarior,1044.1,772.33,772.33,0,166.95,166.95,safe,0,11230,13989,2022,Unknown
simaria,1151,3233.03,3233.03,0,1098.42,1098.42,safe,0,46890,52072,2022,Unknown
jama,1475.5,3117.02,3116.57,0.45,1064.63,1064.63,safe,0,36090,38590,2022,Unknown
hariharganj,1044.1,832.6,832.6,0,336.1,336.1,safe,0,9802,11962,2022,Unknown
gurabandha,1426.539691,1323.36,1323.36,0,91.4,91.4,safe,160,15569,24620,2022,Unknown
mandro,1365.486173,1624.15,1624.15,0,479.57,479.57,safe,709,4643,12352,2022,Unknown
lapung,1327.6,1964.54,1964.54,0,744.22,744.22,safe,0,22286,30086,2022,Unknown
churchu,1347.2,1486.12,1486.12,0,713.63,713.63,safe,0,16708,20140,2022,Unknown
mayurhund,1137.803296,916.35,916.35,0,576.75,576.75,safe,128,11036,12797,2022,Unknown
margomunda,1309.6,854.74,854.74,0,435.87,435.87,safe,0,10528,16217,2022,Unknown
ranishwar,1043.292081,1869.08,1851.76,17.32,244.93,244.93,safe,6606,15946,34660,2022,Unknown
albert ekka,1382,1113.08,1113.08,0,332.52,332.52,safe,0,16232,20901,2022,Jharkhand
palkot,1373.02848,3957.81,3957.81,0,352.74,352.74,safe,279,42699,57735,2022,Unknown
hunterganj,1143.248252,3905.27,3905.27,0,1761.84,1761.84,safe,288,42475,50893,2022,Unknown
dumri,1242.1,3096.88,3096.88,0,909.69,909.69,safe,0,34158,43058,2022,Unknown
dumaria,1441.2,1833.91,1833.91,0,147.55,147.55,safe,0,22049,31670,2022,Madhya Pradesh
ranchi urban,1327.6,3367.78,3367.78,0,2870.58,2870.58,critical,0,30585,30585,2022,Jharkhand
chaibasa,1312.05636,1683.3,1681.79,1.51,397.85,397.85,safe,300,15172,21372,2022,Unknown
daru,1347.2,1016.08,1016.08,0,697.76,697.76,semi_critical,0,11020,12813,2022,Unknown
saria,1242.1,2416.55,2416.55,0,598.04,598.04,safe,0,27266,28012,2022,Unknown
vidyasagar,1443.8,833.44,817.84,15.6,475.01,475.01,safe,0,8993,17122,2022,Madhya Pradesh
haidernagar,1028.62956,1715.54,1715.54,0,175.12,175.12,safe,100,6649,10263,2022,Unknown
ketar,1104.80371,2084.9,2084.9,0,631.69,631.69,safe,92,11174,15405,2022,Unknown
erki,1432.5,2187.61,2187.61,0,418.62,418.62,safe,0,29999,51500,2022,Unknown
jaridih,1211.5,1577.44,1577.44,0,291.36,291.36,safe,0,19627,21263,2022,Unknown
gobindpur,1264.106844,2961.89,2961.89,0,369.22,369.22,safe,1042,31367,45842,2022,Unknown
anandpur,1338,1330.41,1330.41,0,180.45,180.45,safe,0,24689,31606,2022,Unknown
mohammedganj,1028.558172,1469.77,1469.77,0,393.72,393.72,safe,100,6618,10217,2022,Unknown
mahuadanr,1244.588157,4904.71,4904.71,0,514.39,514.39,safe,205,35378,63783,2022,Unknown
chakradharpur,1296.411114,2636.45,2633.49,2.96,606.58,606.58,safe,773,24096,37995,2022,Madhya Pradesh
udhua,1574,6259.27,6257.22,2.05,762.04,762.04,safe,0,18113,19913,2022,Unknown
chandwara,1129.6,1502.17,1502.17,0,969.71,969.71,safe,0,22206,22889,2022,Unknown
pakur,1674.8,4262.47,4262.47,0,855.47,855.47,safe,0,16071,22171,2022,Unknown
boarijor,1166.836029,4034.59,4034.29,0.3,701.8,701.8,safe,1059,24931,34390,2022,Unknown
bishnugarh,1342.930637,2116.42,2116.42,0,1139.59,1139.59,safe,89,27995,41700,2022,Unknown
deori,1242.1,3457.17,3453.41,3.76,838.92,838.92,safe,0,35876,42381,2022,Unknown
bermo,1211.5,1636.28,1636.28,0,2063.79,2063.79,over_exploited,0,9270,10082,2022,Unknown
lohardaga,1252.7,3443.82,3443.82,0,641.85,641.85,safe,0,13444,16168,2022,Madhya Pradesh
barwadih,1251.8,2352.06,2352.06,0,1131.13,1131.13,safe,0,30933,43536,2022,Unknown
ratu,1327.6,1375.66,1375.66,0,441.85,441.85,safe,0,8378,10100,2022,Unknown
giridih,1242.1,2950.93,2950.93,0,2351.54,2351.54,semi_critical,0,38141,39141,2022,Jharkhand
gola,1303.320287,2123.95,2123.95,0,789.32,789.32,safe,122,27043,34058,2022,Assam
chinia,1092.775318,1613.4,1613.4,0,136.35,136.35,safe,470,24313,28583,2022,Unknown
chandwa,1242.635742,4693.5,4693.5,0,992.65,992.65,safe,292,39594,58786,2022,Unknown
chainpur,1376.217086,2412.85,2412.85,0,277.27,277.27,safe,149,35459,50344,2022,Unknown
peshrar,1246.345444,1933.84,1933.84,0,164.26,164.26,safe,164,32166,38467,2022,Unknown
koderma,1129.6,908.07,906.95,1.12,647.7,647.7,semi_critical,0,14634,29012,2022,Unknown
jagannathpur,1338,1098.19,1098.19,0,250.01,250.01,safe,0,23396,30996,2022,Unknown
herhang,1427.7,1645.52,1645.52,0,256.23,256.23,safe,0,18529,25197,2022,Unknown
nagri,1327.6,1907.62,1907.62,0,370.52,370.52,safe,0,8041,10100,2022,Unknown
chas,1207.580738,3913.28,3913.28,0,2035.86,2035.86,safe,175,53920,57395,2022,Unknown
senha,1238.161896,3984,3984,0,442.77,442.77,safe,210,17885,21246,2022,Unknown
patan,1014.994884,2392.13,2392.13,0,730.58,730.58,safe,711,24795,31498,2022,Unknown
mohanpur,1309.6,1817.04,1817.04,0,787.82,787.82,safe,0,23713,35395,2022,Unknown
garu,1251.8,1166.78,1166.78,0,678.85,678.85,safe,0,14098,22298,2022,Unknown
fatepur,1443.8,1355.2,1355.2,0,738.78,738.78,safe,0,13563,28109,2022,Unknown
kharaondhi,1113.9,1281.64,1281.64,0,789.76,789.76,safe,0,11108,14108,2022,Unknown
ormanjhi,1327.6,1494.59,1480.04,14.55,1127.8,1127.8,semi_critical,0,19012,22812,2022,Unknown
manatu,1044.1,1706.77,1706.77,0,567.88,567.88,safe,0,21150,29530,2022,Unknown
chhatarpur,1036.422558,2311.95,2311.95,0,1061.13,1061.13,safe,239,32264,42320,2022,Unknown
kundahit,1443.8,854.93,854.93,0,426.06,426.06,safe,0,7770,29874,2022,Unknown
poreyahat,1216.4,2674.26,2611.8,62.46,854.65,854.65,safe,0,35205,47005,2022,Unknown
karra,1352.472067,2271.84,2271.84,0,724.11,724.11,safe,1550,26195,50745,2022,Unknown
seraikela,1289.583571,2100.4,2099.87,0.53,575.73,575.73,safe,241,18817,27748,2022,Unknown
raidih,1382,3235.97,3235.44,0.53,392.3,392.3,safe,0,42648,51096,2022,Unknown
manika,1251.8,2471.97,2471.97,0,462.6,462.6,safe,0,24386,33886,2022,Unknown
gidhaur,1151,1442.7,1442.7,0,478.63,478.63,safe,0,13658,16732,2022,Unknown
birni,1242.1,2137.06,2135.26,1.8,1159.98,1159.98,safe,0,27997,31998,2022,Unknown
bandgaon,1311.332905,2131.04,2131.04,0,403.74,403.74,safe,620,30488,47008,2022,Unknown
ramgarh,1475.5,4381.39,4314.05,67.34,644.44,644.44,safe,0,36241,48140,2022,Unknown
kumardungi,1338,3499.39,3499.39,0,178.78,178.78,safe,0,25786,29324,2022,Unknown
noamundi,1338,2727.28,2727.28,0,307.22,307.22,safe,0,42221,62520,2022,Unknown
sarath,1309.6,2205.18,2205.18,0,914.27,914.27,safe,0,23006,31788,2022,Unknown
itki,1327.6,2204.73,2204.73,0,298.38,298.38,safe,0,8135,9959,2022,Unknown
jamshedpur urban,1441.2,2352.44,2352.44,0,2859.65,2859.65,over_exploited,0,12920,12920,2022,Jharkhand
majhgaon,1312.799165,2630.61,2625.63,4.98,262.55,262.55,safe,460,23963,27423,2022,Unknown
dhurki,1103.415429,1009.69,1009.65,0.04,361.49,361.49,safe,153,16102,21146,2022,Unknown
jamua,1236.30001,3497.07,3494.82,2.25,1536.72,1536.72,safe,180,38368,47847,2022,Unknown
ramna,1077.098365,1203.77,1202.78,0.99,615.37,615.37,safe,396,11590,15421,2022,Unknown
bharno,1233.904141,1402.81,1402.81,0,126.4,126.4,safe,2598,21646,30185,2022,Unknown
pakardanr,1535.865899,1930.6,1930.6,0,190.94,190.94,safe,297,26468,30131,2022,Unknown
dhanbad,1393.6,7790.18,7790.18,0,5734.98,5734.98,semi_critical,0,43807,46729,2022,Jharkhand
barhi,1347.2,2083.96,2083.96,0,1036.24,1036.24,safe,0,27499,36617,2022,Unknown
shikaripara,1475.5,5217.86,5217.86,0,493.66,493.66,safe,0,41457,43920,2022,Unknown
gumia,1211.5,6119.46,6119.46,0,1375.89,1375.89,safe,0,56439,65070,2022,Unknown
bansjor,1553.1,973.21,973.21,0,76.73,76.73,safe,0,13480,16450,2022,Unknown
satbarwa,752.7232558,652.82,652.82,0,402.32,402.32,safe,2940,7595,13935,2022,Unknown
bengabad,1242.1,3343.24,3342.54,0.7,980.92,980.92,safe,0,36154,40255,2022,Unknown
ghaghra,1371.06933,4384.24,4383.54,0.7,865.99,865.99,safe,337,42271,53014,2022,Unknown
tisri,1242.1,4162.96,4161.01,1.95,411.12,411.12,safe,0,32855,42956,2022,Unknown
kurdeg,1553.1,1274.16,1274.16,0,212.42,212.42,safe,0,16850,26230,2022,Unknown
khunti,1385.495651,2770.4,2770.4,0,499.02,499.02,safe,1162,34251,45400,2022,Unknown
jhinkpani,1338,1351.46,1351.46,0,289.89,289.89,safe,0,10059,12357,2022,Unknown
kolebira,1539.730765,4087.39,4087.39,0,429.14,429.14,safe,330,38006,43736,2022,Unknown
sunderpahari,1216.4,2536.87,2536.87,0,270.85,270.85,safe,0,24979,32679,2022,Unknown
chandan kiyari,1211.5,2746.92,2746.92,0,812.51,812.51,safe,0,34848,37474,2022,Unknown
sagma,1103.449023,793.38,793.38,0,385.57,385.57,safe,72,7602,9983,2022,Unknown
torpa,1432.5,2709.42,2709.42,0,525.3,525.3,safe,0,27401,45229,2022,Unknown
purbi tundi,1393.6,694.03,694.03,0,190.01,190.01,safe,0,7686,12087,2022,Unknown
angara,1327.6,2423.37,2419.34,4.03,707.29,707.29,safe,0,29959,40158,2022,Unknown
kasmar,1211.5,1170.97,1170.97,0,533.25,533.25,safe,0,18327,19529,2022,Unknown
dhalbhumgarh,1426.599733,983.07,983.07,0,272.7,272.7,safe,114,11139,17613,2022,Unknown
untari,1057.098091,1658.52,1658.52,0,948.18,948.18,safe,780,14516,19796,2022,Unknown
potka,1441.2,4247.18,4247.18,0,461.6,461.6,safe,0,45817,59422,2022,Unknown
nawabazar,1036.404762,852.61,848.71,3.9,288.2,288.2,safe,91,12256,16076,2022,Unknown
barhait,1574,4204.77,4204.77,0,362.83,362.83,safe,0,23682,30882,2022,Unknown
nimdih,1306.1,1680.53,1680.53,0,322.6,322.6,safe,0,19065,23502,2022,Unknown
gudri,1317.680213,1851.91,1851.91,0,132.85,132.85,safe,543,35212,41648,2022,Unknown
hatgamaria,1338,2846.14,2846.14,0,149.29,149.29,safe,0,26114,30358,2022,Unknown
jharia,0,0,0,0,3782.911204,2485.773266,hilly area,0,0,0,2022,Unknown
tarhasi,1044.1,1296.65,1296.65,0,568.28,568.28,safe,0,10704,14946,2022,Unknown
nala,1443.8,2360.63,2360.63,0,532.16,532.16,safe,0,27665,41384,2022,Punjab
gawan,1242.1,3934.12,3934.12,0,2240.44,2240.44,safe,0,35175,42956,2022,Unknown
simdega,1535.876823,3422.15,3422.15,0,486.76,486.76,safe,440,39237,44667,2022,Unknown
sonaraithadhi,1305.294785,967.07,967.07,0,628.39,628.39,semi_critical,37,11218,13484,2022,Unknown
pakuria,1674.8,3387.44,3387.44,0,377.19,377.19,safe,0,21901,27901,2022,Unknown
ranka,1113.9,2163.51,2162.01,1.5,326.42,326.42,safe,0,27027,42743,2022,Unknown
gande,1242.1,3248.22,3247.62,0.6,676.06,676.06,safe,0,32910,36610,2022,Unknown
kunda,1151,1447.85,1447.85,0,293.38,293.38,safe,0,21853,28567,2022,Unknown
dumri,1382,2099.82,2099.22,0.6,219.13,219.13,safe,0,28861,37163,2022,Unknown
dulmi,1309.2,561.76,561.76,0,303.49,303.49,safe,0,8085,11349,2022,Unknown
padma,1257.442516,1031.28,1031.28,0,221.47,221.47,safe,750,10507,12657,2022,Unknown
jainagar,1129.6,930.06,930.06,0,755.58,755.58,critical,0,14057,18419,2022,Unknown
mahagama,1116.96599,2594.02,2594.02,0,485.04,485.04,safe,1059,11896,15955,2022,Unknown
silli,1304.337328,2967.89,2967.89,0,2693.1,2693.1,critical,343,19232,28959,2022,Unknown
basia,1370.025609,3165.49,3165.49,0,468.37,468.37,safe,293,33523,40276,2022,Unknown
bundu,1294.275034,1684.63,1684.63,0,397.68,397.68,safe,500,19419,26419,2022,Unknown
chanho,1308.173236,1489.67,1489.67,0,726.51,726.51,safe,310,20875,27285,2022,Unknown
medinagar urban,1044.1,1434.57,1434.57,0,297.25,297.25,safe,0,2358,2358,2022,Unknown
manoharpur,1338,5776.29,5775.6,0.69,473.78,473.78,safe,0,90561,96115,2022,Unknown
garhwa,969.2722017,1961.93,1961.93,0,679.99,679.99,safe,2284,15307,27355,2022,Unknown
thakurghanti,1051.908755,1231.86,1226.46,5.4,358.44,358.44,safe,709,4534,8444,2022,Unknown
pathalgoda,1151,865.31,865.31,0,443.62,443.62,safe,0,12515,13698,2022,Unknown
sahebganj,1574,5344.4,5343.8,0.6,1093.31,1093.31,safe,0,16627,17327,2022,Unknown
kisko,1252.7,3392.88,3392.88,0,342.99,342.99,safe,0,21074,25330,2022,Unknown
jamtara,1443.8,1611.25,1611.25,0,613.03,613.03,safe,0,17267,32875,2022,Unknown
patratu,1309.2,3100.3,3100.3,0,1888.89,1888.89,safe,0,28440,32123,2022,Unknown
daltonganj,1044.1,2013.27,2013.27,0,773.21,773.21,safe,0,12502,13282,2022,Unknown
goelkera,1338,5684.51,5684.51,0,203.1,203.1,safe,0,45474,54938,2022,Unknown
gumla,1382,4365.49,4365.49,0,861.25,861.25,safe,0,36891,53974,2022,Unknown
chainpur,1040.262653,3282.8,3268.1,14.7,1075.85,1075.85,safe,191,51778,66140,2022,Unknown
pathna,1574,2481.35,2481.35,0,273.44,273.44,safe,0,14316,16316,2022,Unknown
khelari,1327.6,972.07,972.07,0,753.34,753.34,semi_critical,0,10809,13034,2022,Unknown
taljhari,1574,977.06,977.06,0,245.28,245.28,safe,0,3727,15823,2022,Unknown
ghatsila,1426.931977,1681.65,1681.65,0,410.7,410.7,safe,220,22002,34635,2022,Unknown
chandil,1306.1,2363.54,2363.48,0.06,470.4,470.4,safe,0,27069,37373,2022,Unknown
mandu,1309.2,4106.19,4106.19,0,2351.35,2351.35,safe,0,34896,44236,2022,Unknown
rahe,1282.236639,830.02,830.02,0,192.55,192.55,safe,440,12437,17905,2022,Unknown
bishrampur,1044.1,1796.36,1796.36,0,285.46,285.46,safe,0,17120,22856,2022,Unknown
deoghar,1309.6,2692.98,2692.98,0,1222.41,1222.41,safe,0,32745,44949,2022,Jharkhand
rania,1432.5,1588.12,1588.12,0,607.42,607.42,safe,0,20344,26743,2022,Unknown
baliapur,1393.6,1586.26,1585.36,0.9,1570.77,1570.77,over_exploited,0,12117,15117,2022,Unknown
ramgarh,1309.2,729.4,729.4,0,655.42,655.42,critical,0,8000,11229,2022,Unknown
khuntpani,1338,4433.43,4432.92,0.51,297.95,297.95,safe,0,30399,41399,2022,Unknown
bero,1327.6,4004.75,4004.75,0,1105.19,1105.19,safe,0,23529,28805,2022,Unknown
pipra,1044.1,587.89,587.89,0,183.92,183.92,safe,0,8398,10249,2022,Unknown
ramkanda,1113.9,1352.06,1352.06,0,242.52,242.52,safe,0,17171,22185,2022,Unknown
tundi,1393.6,1891.01,1891.01,0,758.82,758.82,safe,0,17459,27458,2022,Unknown
kanhachatti,1146.248646,1816.84,1816.84,0,345.15,345.15,safe,77,18576,25915,2022,Unknown
